759,Call Trader,Auto Accident (Drips),Weekend - Emoji - Auto,2ndDay100PM,86529,(8) 6182261904 (N/A%),,_
760,Call Trader,Auto Accident (Drips),Weekend - Emoji - Auto,2ndDay1030AM,86527,(8) 5208483766 (N/A%),,_
761,Call Trader,Auto Accident (Drips),Weekend - Emoji - Auto,7thDay100PM,86537,(8) 6614502404 (0%),,_
762,Call Trader,Auto Accident (Drips),Weekend - Emoji - Auto,7thDay330PM,86538,(8) 3373466068 (0%),,_
574,Call Trader,Credit Repair (Drips),Before Hours,16thDay100PM,126254,(11) 9283704137 (1.471%),(11) 2172751708 (N/A%),(11) 5183044147 (N/A%),(11) 4793704473 (3.279%)
575,Call Trader,Credit Repair (Drips),Before Hours,2ndDay305PM,126240,(11) 2514203916 (N/A%),(11) 7086594834 (N/A%),(11) 5092154520 (N/A%),(11) 2522428937 (2.041%)
576,Call Trader,Credit Repair (Drips),Before Hours,2ndDay520PM,126241,(11) 8143994230 (N/A%),(11) 7192235261 (N/A%),(11) 8064254327 (N/A%),(11) 7162372884 (1.980%)
577,Call Trader,Credit Repair (Drips),Before Hours,4thDay1025AM,126246,(11) 5165596129 (N/A%),(11) 9515010776 (N/A%),(11) 5854016881 (N/A%),(11) 9852962564 (1.111%)
578,Call Trader,Credit Repair (Drips),Before Hours,4thDay1245PM,126247,(11) 2542681080 (N/A%),(11) 4783009171 (N/A%),(11) 4023076529 (N/A%),(11) 6093225756 (2.174%)
579,Call Trader,Credit Repair (Drips),Before Hours,6thDay915AM,126248,(11) 9313304219 (N/A%),(11) 7602817384 (N/A%),(11) 4195064930 (N/A%),(11) 8084317400 (2.703%)
580,Call Trader,Credit Repair (Drips),Review & Fix,2ndDay1245PM,132789,(11) 8284987434 (N/A%),(11) 2166169867 (N/A%),(11) 6182708892 (N/A%),(11) 2029981572 (2.941%)
581,Call Trader,Credit Repair (Drips),Review & Fix,3rdDay1000AM,132793,(11) 3863277948 (N/A%),(11) 4127908266 (N/A%),(11) 4092505118 (N/A%),(11) 5304043778 (1.325%)
582,Call Trader,Credit Repair (Drips),Review & Fix,3rdDay1230PM,132794,(11) 2487803240 (N/A%),(11) 9704895395 (N/A%),(11) 8152470836 (N/A%),(11) 7073906738 (0.671%)
583,Call Trader,Credit Repair (Drips),Review & Fix,4thDay1025AM,132796,(11) 4146773450 (N/A%),(11) 2403038549 (N/A%),(11) 7243615297 (N/A%),(11) 3023034363 (1.389%)
584,Call Trader,Credit Repair (Drips),Review & Fix,6thDay400PM,132800,(11) 4842616325 (N/A%),(11) 8633458620 (N/A%),(11) 8653452913 (N/A%),(11) 5802605832 (1.449%)
585,Call Trader,Credit Repair (Drips),Take Action,1stDay1130AM,113949,(11) 2252543822 (N/A%),(11) 9564746019 (N/A%),(11) 6198421739 (N/A%),(11) 6614272474 (2.381%)
586,Call Trader,Credit Repair (Drips),Take Action,3rdDay1000AM,113959,(11) 8592159738 (N/A%),(11) 3603383654 (N/A%),(11) 7278556366 (N/A%),(11) 4172407401 (2.759%)
587,Call Trader,Credit Repair (Drips),Take Action,4thDay1025AM,113962,(11) 6124647843 (N/A%),(11) 5625348399 (N/A%),(11) 3612731220 (N/A%),(11) 6315908960 (1.290%)
588,Call Trader,Credit Repair (Drips),Take Action,6thDay400PM,113966,(11) 9892793606 (N/A%),(11) 3018207042 (N/A%),(11) 9736594877 (N/A%),(11) 2072951185 (0.654%)
627,Call Trader,Credit Repair (Drips) - TMOBILE,Before Hours,16thDay100PM,131303,(11) 9124302593 (N/A%),(11) 3149495398 (N/A%),(11) 8177758572 (0.971%),(11) 8137967592 (N/A%)
628,Call Trader,Credit Repair (Drips) - TMOBILE,Before Hours,16thDay930AM,131302,(11) 5592207514 (N/A%),(11) 5054727126 (N/A%),(11) 3374201486 (0%),(11) 7179055584 (N/A%)
629,Call Trader,Credit Repair (Drips) - TMOBILE,Before Hours,2ndDay1245PM,131288,(11) 4055918933 (N/A%),(11) 3367178049 (N/A%),(11) 2675785221 (1.439%),(11) 3047179100 (N/A%)
630,Call Trader,Credit Repair (Drips) - TMOBILE,Before Hours,2ndDay305PM,131289,(11) 2096926329 (N/A%),(11) 5413956339 (N/A%),(11) 8045345329 (0%),(11) 5403800760 (N/A%)
631,Call Trader,Credit Repair (Drips) - TMOBILE,Before Hours,3rdDay1000AM,131292,(11) 5136763371 (N/A%),(11) 2703302092 (N/A%),(11) 6157891629 (0.606%),(11) 3305215437 (N/A%)
632,Call Trader,Credit Repair (Drips) - TMOBILE,Before Hours,4thDay1025AM,131295,(11) 2293665602 (N/A%),(11) 8163711941 (N/A%),(11) 7402932944 (0%),(11) 5023238952 (N/A%)
633,Call Trader,Credit Repair (Drips) - TMOBILE,Before Hours,6thDay915AM,131297,(11) 4434840824 (N/A%),(11) 4698962634 (N/A%),(11) 5013933457 (0.794%),(11) 3526236328 (N/A%)
634,Call Trader,Credit Repair (Drips) - TMOBILE,Take Action,2ndDay730PM,131265,(11) 8507261804 (N/A%),(11) 9105054607 (N/A%),(11) 3135725841 (2.824%),(11) 4235603266 (N/A%)
635,Call Trader,Credit Repair (Drips) - TMOBILE,Take Action,3rdDay1000AM,131266,(11) 7578328701 (N/A%),(11) 3344705934 (N/A%),(11) 8703373022 (1.437%),(11) 9183937134 (N/A%)
636,Call Trader,Credit Repair (Drips) - TMOBILE,Take Action,6thDay400PM,131273,(11) 9047894502 (N/A%),(11) 6623457514 (N/A%),(11) 7867917336 (1.268%),(11) 9018108907 (N/A%)
663,Call Trader,SSDI (Drips),Ease the process,OffHours,133145,(8) 9098339580 (N/A%),(8) 5122560773 (N/A%),(8) 2082079525 (2.500%),(8) 5204156128 (N/A%)
665,Call Trader,SSDI (Drips),Ease the process,9thDay130PM,133169,(8) 7089860985 (N/A%),_,(8) 5034103955 (0%)
666,Call Trader,SSDI (Drips),Ease the process,LiveDelay5Min,133147,(8) 8066214089 (N/A%),_,(8) 2813560829 (0%)
667,Call Trader,SSDI (Drips),Ease the process,2ndDay400PM,133160,(8) 4177780320 (N/A%),,_
668,Call Trader,SSDI (Drips),Ease the process,3rdDay115PM,133163,(8) 4194522855 (N/A%),,_
669,Call Trader,SSDI (Drips),Ease the process,9thDay1200PM,133168,(8) 2098373632 (N/A%),,_
664,Call Trader,SSDI (Drips),IVR Opt Out First,OffHours,85321,(8) 5184143983 (N/A%),(8) 4793845486 (N/A%),(8) 8149005193 (0%),(8) 7194196563 (N/A%)
670,Call Trader,SSDI (Drips),IVR Opt Out First,2ndDay400PM,85336,(8) 2292701602 (N/A%),,_
671,Call Trader,SSDI (Drips),IVR Opt Out First,3rdDay1040AM,85337,(8) 4783007707 (N/A%),,_
672,Call Trader,SSDI (Drips),IVR Opt Out First,5thDay1200PM,85341,(8) 9162928218 (N/A%),,_
673,Call Trader,SSDI (Drips),IVR Opt Out First,9thDay1200PM,85344,(8) 2254570830 (0%),,_
674,Call Trader,SSDI (Drips),IVR Opt Out First,9thDay130PM,85345,(8) 6614891938 (0%),,_
675,Call Trader,SSDI (Drips),Weekend - Call Now,2ndDay100PM,76185,(8) 2162431928 (N/A%),,_
676,Call Trader,SSDI (Drips),Weekend - Call Now,2ndDay1145AM,76184,(8) 8605061547 (N/A%),,_
677,Call Trader,SSDI (Drips),Weekend - Call Now,2ndDay400PM,76187,(8) 5597943973 (N/A%),,_
656,Call Trader,Tax Debt (Drips),Off-Hours SMS - Call Center Hours,12thDay1230PM,85216,(11) 5014096390 (0%),(11) 3526236644 (N/A%),(11) 9124302516 (N/A%),(11) 3149495529 (5.085%)
657,Call Trader,Tax Debt (Drips),Off-Hours SMS - Call Center Hours,17thDay1230PM,85218,(11) 8178572138 (0%),(11) 8137968199 (N/A%),(11) 9047894378 (0%),(11) 6623486451 (1.471%)
658,Call Trader,Tax Debt (Drips),Off-Hours SMS - Call Center Hours,2ndDay1230PM,85202,(11) 6152816129 (N/A%),(11) 3305166999 (N/A%),(11) 4432416388 (N/A%),(11) 4698962949 (0%)
659,Call Trader,Tax Debt (Drips),Off-Hours SMS - Call Center Hours,2ndDay300PM,85204,(11) 7867453278 (N/A%),(11) 9014992259 (N/A%),(11) 7578328747 (N/A%),(11) 3344758121 (1.587%)
660,Call Trader,Tax Debt (Drips),Off-Hours SMS - Call Center Hours,2ndDay530PM,85206,(11) 7402934226 (N/A%),(11) 5023238955 (N/A%),(11) 5136763407 (N/A%),(11) 2702499197 (0%)
661,Call Trader,Tax Debt (Drips),Off-Hours SMS - Call Center Hours,7thDay100PM,85213,(11) 8703063690 (1.887%),(11) 9183937383 (N/A%),(11) 4055918491 (N/A%),(11) 3366546482 (2.778%)
662,Call Trader,Tax Debt (Drips),Take Action + Blitz,2ndDay300PM,124473,(11) 2675260582 (N/A%),(11) 3043186375 (N/A%),(11) 8507261541 (N/A%),(11) 9105054395 (2.174%)
678,Call Trader,Tax Debt (Drips) - TMOBILE,Off Hours SMS - Call Center Hours,12thDay1230PM,131406,(11) 5136762955 (N/A%),(11) 2703108728 (N/A%),(11) 6157891990 (1.316%),(11) 3305215368 (N/A%)
679,Call Trader,Tax Debt (Drips) - TMOBILE,Off Hours SMS - Call Center Hours,2ndDay1230PM,131392,(11) 2293665865 (N/A%),(11) 8163711788 (N/A%),(11) 7402932864 (0.840%),(11) 5023238714 (N/A%)
680,Call Trader,Tax Debt (Drips) - TMOBILE,Off Hours SMS - Call Center Hours,7thDay100PM,131403,(11) 5592208061 (N/A%),(11) 5054726417 (N/A%),(11) 3374156891 (0%),(11) 7179055445 (N/A%)
681,Call Trader,Tax Debt (Drips) - TMOBILE,Off Hours SMS - Call Center Hours,7thDay330PM,131404,(11) 4434866327 (N/A%),(11) 4698961709 (N/A%),(11) 5013933835 (1.471%),(11) 3526236992 (N/A%)
682,Call Trader,Tax Debt (Drips) - TMOBILE,Take Action + Blitz,2ndDay300PM,131427,(11) 2096926984 (N/A%),(11) 5413954388 (N/A%),(11) 8045345510 (0%),(11) 5403907965 (N/A%)
560,Centene Corporation,PDP Payments D2C,Duplicates: Unrestricted Outbound - Day 7,10thDay100PM,126323,(8) 4073493966 (0%),,_
561,Centene Corporation,PDP Payments D2C,Unrestricted Outbound - Day 7,10thDay100PM,125694,(8) 3048785330 (0.146%),,_
940,Choice Home Warranty,Home Warranty AGED,Sameday First Month Free,2ndDay1100AM,130847,(8) 9548901264 (N/A%),,_
941,Choice Home Warranty,Home Warranty AGED,Sameday First Month Free,5thDay230PM,130856,(8) 3158881315 (N/A%),,_
942,Choice Home Warranty,Home Warranty AGED,Skip the Worry_ Not the Warranty,5thDay230PM,96683,(8) 8286308268 (N/A%),,_
949,Choice Home Warranty,Home Warranty AGED 90,Default Campaign,3rdDay1000AM,92184,(8) 7016952329 (N/A%),,_
950,Choice Home Warranty,Home Warranty AGED 90,Default Campaign,5thDay1230PM,92187,(8) 4325381589 (N/A%),,_
930,Choice Home Warranty,Home Warranty CoReg,Protect Your Home and Your Wallet CTC,2ndDay1100AM,115728,(8) 9412166516 (N/A%),,_
931,Choice Home Warranty,Home Warranty CoReg,Protect Your Home and Your Wallet CTC,3rdDay400PM,115733,(8) 5757279198 (N/A%),,_
932,Choice Home Warranty,Home Warranty CoReg,Protect Your Home and Your Wallet CTC,4thDay1230PM,115735,(8) 6166060984 (N/A%),,_
933,Choice Home Warranty,Home Warranty CoReg,Protect Your Home and Your Wallet CTC,5thDay230PM,115737,(8) 3094509717 (N/A%),,_
943,Choice Home Warranty,Home Warranty Renewals,Monday - Friday,15thDay1230PM,99762,(8) 2086842008 (0%),,_
944,Choice Home Warranty,Home Warranty Renewals,Monday - Friday,29thDay930AM,99764,(8) 9097073725 (1.639%),,_
945,Choice Home Warranty,Home Warranty Renewals,Monday - Friday,8thDay1045AM,99761,(8) 8038290387 (0%),,_
926,Choice Home Warranty,Home Warranty Trial,SMS Opt Out,4thDay1230PM,66741,(8) 3373465953 (N/A%),,_
927,Choice Home Warranty,Home Warranty Trial,SMS Opt Out,5thDay230PM,66743,(8) 8153907620 (N/A%),,_
928,Choice Home Warranty,Home Warranty Trial,SMS Opt Out - SMS First,3rdDay400PM,126677,(8) 8084663694 (N/A%),,_
929,Choice Home Warranty,Home Warranty Trial,SMS Opt Out - SMS First,4thDay915AM,126678,(8) 3153053250 (N/A%),,_
892,Choice Home Warranty,Home Warranty Trial - ATT,SMS Opt Out,4thDay1230PM,137557,(11) 9852962706 (0%),(11) 6124730600 (N/A%),(11) 5625485185 (N/A%),(11) 3612876851 (N/A%)
893,Choice Home Warranty,Home Warranty Trial - ATT,SMS Opt Out,5thDay230PM,137560,(11) 6316414520 (1.852%),(11) 3125358947 (N/A%),(11) 3863098422 (N/A%),(11) 2013616675 (N/A%)
894,Choice Home Warranty,Home Warranty Trial - ATT,SMS Opt Out - SMS First,2ndDay1135AM,137571,(11) 4128133313 (2.551%),(11) 4092547530 (N/A%),(11) 5302311232 (N/A%),(11) 4146666596 (N/A%)
946,Choice Home Warranty,Home Warranty Winbacks,Default Campaign,2ndDay1230PM,99703,(11) 8037218357 (N/A%),(11) 7067705886 (N/A%),(11) 8329377981 (8.197%),
747,ClearOne Advantage,Catch All - Follow Up,CTC + Off Hours Optimized,3rdDay1100AM,120551,(11) 3184096468 (1.887%),(11) 8646185450 (N/A%),(11) 2564024503 (1.449%),(11) 6014638179 (6.780%)
748,ClearOne Advantage,Catch All - Follow Up,CTC + Off Hours Optimized,5thDay1200PM,120553,(11) 9034035129 (N/A%),(11) 6789521231 (N/A%),(11) 8438877905 (4.167%),(11) 8035981874 (2.041%)
745,ClearOne Advantage,Email,Questions,5thDay1215PM,130791,(11) 9045786686 (N/A%),(11) 6623486021 (N/A%),(11) 7867917351 (6.250%),(11) 9019793997 (2.083%)
746,ClearOne Advantage,Email,Questions,6thDay1200PM,130792,(11) 9124302867 (1.235%),(11) 3145793439 (N/A%),(11) 8178572079 (0.524%),(11) 8137967779 (3.896%)
736,ClearOne Advantage,Email - Follow Up,CTC + Off Hours Optimized,3rdDay1100AM,120474,(11) 9105054533 (N/A%),(11) 3135726118 (N/A%),(11) 4232958695 (N/A%),(11) 3184097635 (0%)
737,ClearOne Advantage,Email - Follow Up,CTC + Off Hours Optimized,4thDay1200PM,120475,(11) 8646185314 (2.899%),(11) 2564024286 (N/A%),(11) 6014636874 (3.509%),(11) 9034035991 (3.012%)
749,ClearOne Advantage,Envoy Delayed,Questions,5thDay200PM,129193,(11) 3145793433 (6.452%),(11) 8177758403 (N/A%),(11) 8136925418 (4.938%),(11) 9047894880 (0%)
750,ClearOne Advantage,Envoy Delayed,Questions,6thDay1100AM,129194,(11) 5013005843 (0%),(11) 4808858546 (N/A%),(11) 3526236794 (4.255%),(11) 9124289258 (6.250%)
810,Confie,DRIPS-SMS-FWY-CA-Winback,Last Chance1,2ndDay545PM,113029,,_,(8) 9542817397 (N/A%)
773,Core Digital Media,ERN Re-Engagement,Default Campaign,2ndDay200PM,111416,(8) 9364274198 (0%),,_
774,Core Digital Media,ERN Re-Engagement,Default Campaign,2ndDay600PM,111417,(8) 7327037197 (0%),,_
775,Core Digital Media,ERN Re-Engagement,Default Campaign,5thDay200PM,111425,(8) 4063516244 (0%),,_
776,Core Digital Media,ERN Re-Engagement,Default Campaign,5thDay600PM,111426,(8) 2399459613 (0%),,_
777,Core Digital Media,ERN Re-Engagement,Default Campaign,6thDay400PM,111428,(8) 8156496957 (0.207%),,_
783,Core Digital Media,LMB Aged,Default Campaign,2ndDay200PM,120261,(8) 5419369643 (0%),,_
784,Core Digital Media,LMB Aged,Default Campaign,2ndDay600PM,120262,(8) 3375560499 (0%),,_
785,Core Digital Media,LMB Aged,Default Campaign,5thDay200PM,120270,(8) 5138239472 (0%),,_
786,Core Digital Media,LMB Aged,Default Campaign,5thDay600PM,120271,(8) 3473096754 (0%),,_
787,Core Digital Media,LMB Aged,Default Campaign,6thDay400PM,120273,(8) 9098308616 (0%),,_
778,Core Digital Media,LMB Re-Engagement,Agent Name - Taylor,2ndDay200PM,89754,(8) 3142080895 (0%),,_
779,Core Digital Media,LMB Re-Engagement,Agent Name - Taylor,2ndDay600PM,89755,(8) 3305102553 (0%),,_
780,Core Digital Media,LMB Re-Engagement,Agent Name - Taylor,5thDay200PM,89763,(8) 7738007542 (0%),,_
781,Core Digital Media,LMB Re-Engagement,Agent Name - Taylor,5thDay600PM,89764,(8) 9012501228 (0%),,_
782,Core Digital Media,LMB Re-Engagement,Agent Name - Taylor,6thDay400PM,89766,(8) 7029411416 (0%),,_
806,Core Digital Media,Remonetize - ATT,Default Campaign,2ndDay130PM,103831,(8) 8103310450 (0%),,_
807,Core Digital Media,Remonetize - ATT,Default Campaign,2ndDay415PM,103833,(8) 6268421139 (0%),,_
550,Digital Media Solutions,Med Sup - 2,Weekend,2ndDay1230PM,89931,(8) 7077069162 (3.836%),,_
551,Digital Media Solutions,Med Sup - 2,Weekend Cadence Change,2ndDay100PM,89938,(8) 5623180436 (0.694%),,_
434,EverQuote,Auto - Drive to Site,After Midnight - Off Hours - Live Message,5thDay100PM,111571,(8) 4698648594 (N/A%),,_
435,EverQuote,Auto - Drive to Site,After Midnight - Off Hours - Live Message (Duplicates),2ndDay100PM,113435,(8) 7578320517 (N/A%),,_
436,EverQuote,Auto - Drive to Site,After Midnight - Off Hours - Live Message (Duplicates),4thDay330PM,113443,(8) 9125041613 (N/A%),,_
437,EverQuote,Auto - Drive to Site,After Midnight - Off Hours - Live Message (Duplicates),5thDay100PM,113444,(8) 5202166719 (N/A%),,_
438,EverQuote,Auto - Drive to Site,Before Midnight - Off Hours - Live Message (Duplicates),3rdDay100PM,114152,(8) 5024964298 (N/A%),,_
439,EverQuote,Auto - Drive to Site,Before Midnight - Off Hours - Live Message (Duplicates),6thDay100PM,114158,(8) 8045751161 (N/A%),,_
440,EverQuote,Auto - Drive to Site,Simple Saving,5thDay100PM,127117,(8) 3308005338 (N/A%),,_
441,EverQuote,Auto - Drive to Site,Simple Saving (Duplicates),1stDay600PM,128906,(8) 9047121353 (N/A%),,_
442,EverQuote,Auto - Drive to Site,Simple Saving (Duplicates),5thDay100PM,128919,(8) 5594158965 (N/A%),,_
451,EverQuote,Auto - Drive to Site - ATT Only,After Midnight - Off hours - Live Message,5thDay100PM,133762,(11) 4697331535 (0%),(11) 5014037348 (N/A%),(11) 7738250764 (N/A%),(11) 3526354321 (N/A%)
452,EverQuote,Auto - Drive to Site - ATT Only,Simple Saving,5thDay100PM,133849,(11) 9124388512 (1.980%),(11) 3147104219 (N/A%),(11) 8178599951 (N/A%),(11) 8136878798 (N/A%)
496,EverQuote,Health Insurance,Blitz,4thDay330PM,120589,(8) 8605793945 (N/A%),,_
497,EverQuote,Health Insurance,Blitz,5thDay100PM,120590,(8) 5594158283 (N/A%),,_
498,EverQuote,Health Insurance,Blitz (Duplicates),1stDay600PM,131034,(8) 8045751147 (N/A%),,_
499,EverQuote,Health Insurance,Blitz (Duplicates),2ndDay100PM,131038,(8) 6145686791 (N/A%),,_
500,EverQuote,Health Insurance,Blitz (Duplicates),2ndDay930AM,131036,(8) 5204153335 (N/A%),,_
479,EverQuote,Home - Drive to Site,After Midnight - Off Hours - Live Message,4thDay330PM,111602,(8) 8083202326 (N/A%),,_
480,EverQuote,Home - Drive to Site,After Midnight - Off Hours - Live Message,5thDay100PM,111603,(8) 5094080877 (N/A%),,_
481,EverQuote,Home - Drive to Site,Blitz (Duplicates),1stDay600PM,124738,(8) 6618639032 (N/A%),,_
482,EverQuote,Home - Drive to Site,Blitz (Duplicates),2ndDay100PM,124742,(8) 8605793959 (N/A%),,_
483,EverQuote,Home - Drive to Site,Blitz (Duplicates),5thDay100PM,124748,(8) 6187658622 (N/A%),,_
484,EverQuote,Home - Drive to Site,Blitz (Duplicates),LiveDelayLive,124732,(8) 9319996553 (N/A%),,_
391,EverQuote,Life Insurance,Blitz,1stDay1035AM,123166,(8) 2175279098 (N/A%),,_
392,EverQuote,Life Insurance,Blitz,2ndDay100PM,123172,(8) 4026830943 (N/A%),,_
393,EverQuote,Life Insurance,Blitz,4thDay1100AM,123178,(8) 3617476571 (N/A%),,_
394,EverQuote,Life Insurance,Blitz,5thDay100PM,123181,(8) 8064648683 (N/A%),,_
389,EverQuote,Life Insurance,Questions - Life (Duplicates),1stDay600PM,118793,(8) 3026484776 (N/A%),_,(8) 8653511970 (1.562%)
390,EverQuote,Life Insurance,Questions - Life (Duplicates),5thDay100PM,118806,(8) 4125698763 (N/A%),_,(8) 4146623269 (1.389%)
395,EverQuote,Life Insurance,Questions - Life (Duplicates),2ndDay100PM,118797,(8) 7249200736 (N/A%),,_
396,EverQuote,Life Insurance,Questions - Life (Duplicates),4thDay330PM,118805,(8) 5109536758 (N/A%),,_
397,EverQuote,Life Insurance,Simple Savings 2,5thDay100PM,130978,(8) 2525131666 (N/A%),,_
535,Excel Impact,Aged Leads - Health Insurance,Default Campaign,1stDay630PM,120347,(8) 4232257471 (N/A%),,_
536,Excel Impact,Aged Leads - Health Insurance,Default Campaign,2ndDay230PM,120349,(8) 2679462501 (N/A%),,_
537,Excel Impact,Aged Leads - Health Insurance,Don’t Miss Out OE 2,2ndDay230PM,132813,(8) 3048785518 (N/A%),,_
569,Excel Impact,Aged Leads - Medicare O65,Default Campaign,2ndDay530PM,120339,(8) 7866986570 (N/A%),,_
490,Excel Impact,Auto Insurance - Live (D2C),Compare & Save,2ndDay230PM,130689,(8) 7866525779 (N/A%),,_
491,Excel Impact,Auto Insurance - Live (D2C),Compare & Save,2ndDay630PM,130690,(8) 4232256897 (N/A%),,_
492,Excel Impact,Auto Insurance - Live (D2C),Compare & Save,6thDay1030AM,130695,(8) 4079040126 (0%),,_
493,Excel Impact,Auto Insurance - Live (D2C),Default Campaign,2ndDay230PM,122567,(8) 2679462487 (N/A%),,_
494,Excel Impact,Auto Insurance - Live (D2C),Default Campaign,2ndDay630PM,122568,(8) 3048785473 (N/A%),,_
495,Excel Impact,Auto Insurance - Live (D2C),Default Campaign,6thDay1030AM,122573,(8) 8177538098 (0%),,_
472,Excel Impact,Final Expense,Default Campaign,2ndDay230PM,122456,(8) 2027924174 (0%),,_
473,Excel Impact,Final Expense,Default Campaign,2ndDay930AM,122455,(8) 2163295392 (0%),,_
474,Excel Impact,Final Expense,Default Campaign,3rdDay1000AM,122458,(8) 2086842543 (0%),,_
475,Excel Impact,Final Expense,Default Campaign,3rdDay300PM,122459,(8) 5707548276 (0%),,_
476,Excel Impact,Final Expense,Default Campaign,4thDay300PM,122461,(8) 9097073728 (0%),,_
477,Excel Impact,Final Expense,Default Campaign,4thDay930AM,122460,(8) 9544080153 (0%),,_
478,Excel Impact,Final Expense,Default Campaign,6thDay1030AM,122463,(8) 5419369774 (1.031%),,_
342,Excel Impact,Health Insurance,After Hours,5thDay300PM,122108,(8) 8165794489 (0%),,_
343,Excel Impact,Health Insurance,Before Hours,2ndDay530PM,122089,(8) 3159755652 (0%),,_
344,Excel Impact,Health Insurance,Before Hours,4thDay600PM,122094,(8) 8049469899 (0%),,_
345,Excel Impact,Health Insurance,Before Hours,5thDay300PM,122096,(8) 2679361384 (0%),,_
346,Excel Impact,Health Insurance,Lock in Rate Early OE,2ndDay130PM,133342,(8) 2098825612 (0%),,_
347,Excel Impact,Health Insurance,Lock in Rate Early OE,3rdDay130PM,133344,(8) 9125673565 (0%),,_
348,Excel Impact,Health Insurance,Lock in Rate Early OE,3rdDay400PM,133345,(8) 8509886784 (0%),,_
349,Excel Impact,Health Insurance,Lock in Rate Early OE,4thDay600PM,133347,(8) 9377093148 (0%),,_
350,Excel Impact,Health Insurance,Lock in Rate Early OE,5thDay1100AM,133349,(8) 4172120705 (0%),,_
351,Excel Impact,Health Insurance,Swap Timing,2ndDay130PM,127450,(8) 5412867396 (0%),,_
352,Excel Impact,Health Insurance,Swap Timing,3rdDay1000aM,127449,(8) 7737396594 (0%),,_
